time,J,M,FU,FG,total
285.4999999999964,2772,1122,16,2235,6145
285.59999999999644,2780,1123,17,2233,6153
285.69999999999646,2781,1134,12,2232,6159
285.7999999999965,2782,1136,17,2232,6167
285.8999999999965,2781,1143,18,2228,6170
285.99999999999653,2766,1144,12,2226,6148
286.09999999999656,2769,1146,15,2216,6146
286.1999999999966,2759,1158,19,2217,6153
286.2999999999966,2764,1162,10,2219,6155
286.3999999999966,2781,1155,12,2212,6160
286.49999999999665,2791,1157,19,2203,6170
286.59999999999667,2812,1158,14,2204,6188
286.6999999999967,2791,1166,13,2204,6174
286.7999999999967,2782,1157,23,2204,6166
286.89999999999674,2787,1151,19,2208,6165
286.99999999999676,2789,1145,20,2210,6164
287.0999999999968,2780,1147,25,2215,6167
287.1999999999968,2768,1146,22,2220,6156
287.2999999999968,2780,1145,22,2228,6175
287.39999999999685,2797,1140,17,2231,6185
287.4999999999969,2776,1146,16,2229,6167
287.5999999999969,2787,1143,13,2233,6176
287.6999999999969,2787,1139,13,2226,6165
287.79999999999694,2789,1144,14,2225,6172
287.89999999999696,2808,1142,17,2219,6186
287.999999999997,2807,1143,18,2220,6188
288.099999999997,2807,1153,14,2219,6193
288.19999999999703,2814,1156,13,2214,6197
288.29999999999706,2828,1150,15,2215,6208
288.3999999999971,2825,1155,10,2209,6199
288.4999999999971,2831,1155,16,2207,6209
288.5999999999971,2817,1156,19,2208,6200
288.69999999999715,2810,1158,24,2214,6206
288.79999999999717,2801,1154,27,2226,6208
288.8999999999972,2786,1154,17,2239,6196
288.9999999999972,2775,1158,16,2244,6193
289.09999999999724,2784,1159,17,2245,6205
289.19999999999726,2771,1165,13,2243,6192
289.2999999999973,2777,1166,13,2242,6198
289.3999999999973,2751,1165,15,2239,6170
289.4999999999973,2768,1169,9,2239,6185
289.59999999999735,2744,1176,18,2237,6175
289.6999999999974,2748,1179,26,2241,6194
289.7999999999974,2768,1174,14,2253,6209
289.8999999999974,2780,1175,16,2248,6219
289.99999999999744,2784,1178,17,2248,6227
290.09999999999746,2785,1183,20,2249,6237
290.1999999999975,2769,1183,19,2252,6223
290.2999999999975,2779,1173,18,2259,6229
290.39999999999753,2804,1175,14,2265,6258
290.49999999999756,2824,1165,15,2262,6266
290.5999999999976,2821,1170,21,2260,6272
290.6999999999976,2834,1173,18,2262,6287
290.7999999999976,2843,1173,16,2262,6294
290.89999999999765,2840,1170,22,2261,6293
290.99999999999767,2847,1170,25,2266,6308
291.0999999999977,2856,1170,21,2271,6318
291.1999999999977,2876,1171,14,2275,6336
291.29999999999774,2886,1178,17,2268,6349
291.39999999999776,2886,1183,21,2264,6354
291.4999999999978,2866,1186,22,2263,6337
291.5999999999978,2879,1189,14,2269,6351
291.69999999999783,2876,1185,22,2273,6356
291.79999999999785,2861,1198,27,2274,6360
291.8999999999979,2852,1197,16,2285,6350
291.9999999999979,2836,1188,27,2282,6333
292.0999999999979,2857,1178,14,2292,6341
292.19999999999794,2838,1178,15,2286,6317
292.29999999999797,2848,1180,17,2282,6327
292.399999999998,2852,1176,18,2280,6326
292.499999999998,2853,1176,21,2281,6331
292.59999999999803,2847,1185,23,2286,6341
292.69999999999806,2845,1188,18,2291,6342
292.7999999999981,2839,1188,23,2291,6341
292.8999999999981,2810,1191,12,2300,6313
292.9999999999981,2821,1190,18,2292,6321
293.09999999999815,2804,1205,24,2296,6329
293.19999999999817,2807,1198,15,2302,6322
293.2999999999982,2798,1192,10,2296,6296
293.3999999999982,2794,1194,19,2286,6293
293.49999999999824,2784,1200,19,2285,6288
293.59999999999826,2792,1199,13,2279,6283
293.6999999999983,2808,1197,13,2270,6288
293.7999999999983,2807,1195,17,2270,6289
293.89999999999833,2791,1206,21,2275,6293
293.99999999999835,2785,1204,18,2286,6293
294.0999999999984,2793,1206,20,2283,6302
294.1999999999984,2782,1200,12,2285,6279
294.2999999999984,2780,1200,15,2278,6273
294.39999999999844,2778,1197,19,2276,6270
294.49999999999847,2772,1203,24,2280,6279
294.5999999999985,2772,1205,28,2283,6288
294.6999999999985,2771,1207,24,2294,6296
294.79999999999853,2780,1196,13,2300,6289
294.89999999999856,2771,1198,11,2289,6269
294.9999999999986,2786,1192,12,2285,6275
295.0999999999986,2789,1191,18,2284,6282
295.1999999999986,2812,1188,19,2283,6302
295.29999999999865,2792,1182,19,2281,6274
295.39999999999867,2803,1184,17,2272,6276
295.4999999999987,2794,1181,25,2279,6279
295.5999999999987,2816,1194,17,2289,6316
295.69999999999874,2827,1202,16,2289,6334
295.79999999999876,2847,1197,10,2291,6345
295.8999999999988,2836,1210,13,2277,6336
295.9999999999988,2826,1211,21,2277,6335
296.09999999999883,2807,1213,21,2280,6321
296.19999999999885,2827,1203,15,2282,6327
296.2999999999989,2843,1199,11,2278,6331
296.3999999999989,2852,1203,16,2264,6335
296.4999999999989,2848,1204,15,2267,6334
296.59999999999894,2844,1203,18,2269,6334
296.69999999999897,2825,1200,19,2272,6316
296.799999999999,2814,1206,13,2275,6308
296.899999999999,2817,1201,24,2269,6311
296.99999999999903,2816,1195,18,2273,6302
297.09999999999906,2824,1194,13,2268,6299
297.1999999999991,2823,1186,24,2262,6295
297.2999999999991,2821,1187,17,2270,6295
297.3999999999991,2816,1185,17,2273,6291
297.49999999999915,2807,1182,14,2278,6281
297.59999999999917,2800,1182,15,2279,6276
297.6999999999992,2786,1184,18,2277,6265
297.7999999999992,2789,1186,15,2279,6269
297.89999999999924,2814,1191,14,2280,6299
297.99999999999926,2802,1196,14,2276,6288
298.0999999999993,2799,1191,19,2272,6281
298.1999999999993,2792,1195,30,2274,6291
298.29999999999933,2786,1198,10,2286,6280
298.39999999999935,2799,1199,9,2279,6286
298.4999999999994,2820,1203,10,2279,6312
298.5999999999994,2815,1211,15,2271,6312
298.6999999999994,2807,1222,13,2269,6311
298.79999999999944,2800,1220,22,2259,6301
298.89999999999947,2802,1217,12,2267,6298
298.9999999999995,2787,1219,12,2270,6288
299.0999999999995,2791,1210,17,2263,6281
299.19999999999953,2790,1205,13,2265,6273
299.29999999999956,2800,1204,17,2264,6285
299.3999999999996,2799,1207,13,2265,6284
299.4999999999996,2803,1212,20,2260,6295
299.5999999999996,2797,1213,23,2262,6295
299.69999999999965,2808,1219,16,2261,6304
299.79999999999967,2807,1213,21,2258,6299
299.8999999999997,2803,1223,20,2256,6302
299.9999999999997,2803,1222,22,2252,6299
300.09999999999974,2810,1212,11,2259,6292
300.19999999999976,2827,1207,12,2244,6290
300.2999999999998,2818,1214,12,2245,6289
300.3999999999998,2819,1215,12,2244,6290
300.49999999999983,2824,1217,20,2237,6298
300.59999999999985,2814,1211,21,2231,6277
300.6999999999999,2820,1202,16,2233,6271
300.7999999999999,2817,1203,18,2235,6273
300.8999999999999,2818,1203,21,2233,6275
300.99999999999994,2822,1201,21,2241,6285
301.09999999999997,2831,1201,17,2251,6300
301.2,2832,1208,15,2253,6308
301.3,2828,1206,24,2248,6306
301.40000000000003,2829,1201,21,2253,6304
301.50000000000006,2837,1203,20,2252,6312
301.6000000000001,2836,1199,19,2247,6301
301.7000000000001,2826,1186,25,2249,6286
301.8000000000001,2813,1190,24,2247,6274
301.90000000000015,2813,1199,16,2257,6285
302.00000000000017,2809,1199,13,2256,6277
302.1000000000002,2819,1206,15,2257,6297
302.2000000000002,2842,1201,15,2257,6315
302.30000000000024,2836,1206,17,2257,6316
302.40000000000026,2822,1212,19,2263,6316
302.5000000000003,2820,1210,18,2270,6318
302.6000000000003,2832,1209,17,2267,6325
302.70000000000033,2822,1199,16,2270,6307
302.80000000000035,2807,1204,18,2271,6300
302.9000000000004,2810,1203,26,2265,6304
303.0000000000004,2801,1203,16,2273,6293
303.1000000000004,2815,1206,20,2274,6315
303.20000000000044,2836,1197,16,2283,6332
303.30000000000047,2843,1200,12,2288,6343
303.4000000000005,2824,1200,9,2283,6316
303.5000000000005,2794,1193,20,2278,6285
303.60000000000053,2797,1183,20,2279,6279
303.70000000000056,2797,1189,20,2275,6281
303.8000000000006,2797,1197,19,2282,6295
303.9000000000006,2808,1196,12,2293,6309
304.0000000000006,2778,1192,28,2293,6291
304.10000000000065,2785,1194,17,2296,6292
304.20000000000067,2773,1197,24,2289,6283
304.3000000000007,2763,1200,21,2295,6279
304.4000000000007,2778,1195,17,2291,6281
304.50000000000074,2784,1192,17,2293,6286
304.60000000000076,2804,1197,15,2290,6306
304.7000000000008,2812,1193,19,2287,6311
304.8000000000008,2812,1199,16,2284,6311
304.90000000000083,2821,1205,12,2286,6324
305.00000000000085,2829,1200,17,2281,6327
305.1000000000009,2824,1200,21,2282,6327
305.2000000000009,2814,1207,16,2286,6323
305.3000000000009,2820,1202,19,2289,6330
305.40000000000094,2815,1204,19,2286,6324
305.50000000000097,2836,1203,9,2281,6329
305.600000000001,2852,1202,14,2265,6333
305.700000000001,2836,1208,20,2264,6328
305.80000000000103,2818,1213,15,2268,6314
305.90000000000106,2839,1210,12,2269,6330
306.0000000000011,2836,1209,20,2264,6329
306.1000000000011,2820,1218,17,2268,6323
306.2000000000011,2822,1219,18,2268,6327
306.30000000000115,2843,1222,11,2259,6335
306.40000000000117,2856,1219,14,2250,6339
306.5000000000012,2858,1210,14,2243,6325
306.6000000000012,2861,1211,12,2234,6318
306.70000000000124,2862,1221,19,2227,6329
306.80000000000126,2872,1220,22,2228,6342
306.9000000000013,2864,1220,14,2242,6340
307.0000000000013,2861,1220,7,2244,6332
307.10000000000133,2869,1212,17,2234,6332
307.20000000000135,2861,1215,17,2238,6331
307.3000000000014,2876,1210,18,2234,6338
307.4000000000014,2869,1207,17,2235,6328
307.5000000000014,2863,1201,25,2232,6321
307.60000000000144,2867,1209,18,2246,6340
307.70000000000147,2849,1215,17,2255,6336
307.8000000000015,2864,1203,13,2262,6342
307.9000000000015,2862,1206,12,2254,6334
308.00000000000153,2873,1202,20,2252,6347
308.10000000000156,2881,1206,23,2258,6368
308.2000000000016,2880,1209,19,2251,6359
308.3000000000016,2867,1208,14,2253,6342
308.4000000000016,2881,1197,19,2252,6349
