N°,N° Planilla,N° Muestreo,Latitud,Longitud,Tipo de coordenada,Observación 1,Barrio,Código Manzana,Fecha de Instalación,Lugar de Instalación,Fecha de Retiro,Código de Paleta,Observación 2,Viables,Eclosionados,Inviables,Eclosionados+Inviables,Total,Observación 3,IPO,IDH,IMO,IIV,IB,IR
10096,0,63,-25.305926,-57.640033,1,Coordenada exacta,OBRERO,12720,30/04/2024,FRENTE ENTRE PLANTAS,07/05/2024,O6,NINGUNA,5,,,3,8,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10097,0,63,-25.306683,-57.638838,1,Coordenada exacta,OBRERO,12810,30/04/2024,PATIO FRENTE DERECHO,07/05/2024,O7,NINGUNA,68,,,3,71,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10098,0,63,-25.305593,-57.63821,1,Coordenada exacta,OBRERO,12710,30/04/2024,FRENTE DERECHO HACIA PARED,07/05/2024,O8,NINGUNA,13,,,0,13,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10099,0,63,-25.306357,-57.636733,1,Coordenada exacta,OBRERO,12890,30/04/2024,FRENTE ENTRE PLANTAS,07/05/2024,O9,NINGUNA,1,,,5,6,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10100,0,63,-25.307397,-57.637685,1,Coordenada exacta,OBRERO,12980,30/04/2024,FRENTE DERECHO ENTRE ARBOL,07/05/2024,O10,NEGATIVO,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10101,0,63,-25.308605,-57.638521,1,Coordenada exacta,OBRERO,13140,30/04/2024,FRENTE DERECHO ENTRE PLANTAS,07/05/2024,O11,NINGUNA,20,,,8,28,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10102,0,63,-25.309644,-57.639412,1,Coordenada exacta,OBRERO,13320,30/04/2024,FONDO BAJO AIRE,07/05/2024,O12,NINGUNA,49,,,3,52,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10103,0,63,-25.308283,-57.640243,1,Coordenada exacta,OBRERO,13180,30/04/2024,FRENTE ENTRE PLANTAS,07/05/2024,O13,NINGUNA,65,,,4,69,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10104,0,63,-25.307878,-57.639592,1,Coordenada exacta,OBRERO,13010,30/04/2024,FRENTE IZQUIERDO PARED,07/05/2024,O14,NINGUNA,1,,,3,4,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10105,0,63,-25.307108,-57.640902,1,Coordenada exacta,OBRERO,12930,30/04/2024,FRENTE DERECHO PARED,07/05/2024,O15,NINGUNA,27,,,5,32,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10106,0,63,-25.308222,-57.641789,1,Coordenada exacta,OBRERO,13120,30/04/2024,ENTRE PLANTAS,07/05/2024,O16,NINGUNA,17,,,2,19,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10107,0,63,-25.307449,-57.643216,1,Coordenada exacta,OBRERO,12960,30/04/2024,ENTRE PLANTAS,07/05/2024,O17,NINGUNA,59,,,19,78,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10109,0,63,-25.30582,-57.643218,1,Coordenada exacta,OBRERO,12690,30/04/2024,FONDO BAJO PILETA,07/05/2024,O19,NINGUNA,206,,,13,219,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10110,0,63,-25.306985,-57.644127,1,Coordenada exacta,OBRERO,12900,30/04/2024,FRENTE ENTRE PLANTERA,07/05/2024,O20,NINGUNA,37,,,24,61,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10111,0,63,-25.300762,-57.642593,1,Coordenada exacta,OBRERO,11650,30/04/2024,DETRAS DE LA CANILLA,07/05/2024,O21,NINGUNA,17,,,2,19,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10112,0,63,-25.301817,-57.640832,1,Coordenada exacta,OBRERO,11780,30/04/2024,BAJO PILETA,07/05/2024,O22,NINGUNA,16,,,3,19,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10113,0,63,-25.302365,-57.639534,1,Coordenada exacta,OBRERO,12010,30/04/2024,AL COSTADO DEL BUZON,07/05/2024,O23,NINGUNA,166,,,35,201,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10114,0,63,-25.303093,-57.63846,1,Coordenada exacta,OBRERO,12280,30/04/2024,EN EL FONDO ENTRE COLUMNA,07/05/2024,O24,NINGUNA,145,,,2,147,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10115,0,63,-25.303798,-57.637188,1,Coordenada exacta,OBRERO,12380,30/04/2024,COSTADO IZQUIERDO A LADO DE NICHO,07/05/2024,O25,NINGUNA,12,,,2,14,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10116,0,63,-25.303082,-57.636772,1,Coordenada exacta,OBRERO,12080,30/04/2024,ENTRE LAS PLANTAS,07/05/2024,O26,CERRADO,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10117,0,63,-25.302411,-57.637915,1,Coordenada exacta,OBRERO,11970,30/04/2024,ENTRE LAS PLANTAS,07/05/2024,O27,NINGUNA,0,,,1,1,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10118,0,63,-25.301701,-57.639175,1,Coordenada exacta,OBRERO,11740,30/04/2024,ENTRE LAS PLANTAS,07/05/2024,O28,NINGUNA,5,,,8,13,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10119,0,63,-25.301122,-57.640154,1,Coordenada exacta,OBRERO,11630,30/04/2024,FONDO ENTRE LAS PLANTAS,07/05/2024,O29,CERRADO,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10120,0,63,-25.300207,-57.641592,1,Coordenada exacta,OBRERO,11380,30/04/2024,ENTRE LAS PLANTAS,07/05/2024,O30,NINGUNA,15,,,6,21,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10122,0,63,-25.300165,-57.639528,1,Coordenada exacta,OBRERO,11460,30/04/2024,ENTRE LAS PLANTAS,07/05/2024,O32,OVITRAMPA DESAPARECIDA,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10123,0,63,-25.3007,-57.638339,1,Coordenada exacta,OBRERO,11580,30/04/2024,ENTRE PLANTAS,07/05/2024,O33,NINGUNA,2,,,0,2,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10124,0,63,-25.301641,-57.637089,1,Coordenada exacta,OBRERO,11790,30/04/2024,ENTRE LAS PLANTAS,07/05/2024,O34,NEGATIVO,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10126,0,63,-25.299524,-57.638183,1,Coordenada exacta,OBRERO,10900,30/04/2024,AL COSTADO DE PLANTERA,07/05/2024,O36,NINGUNA,119,,,17,136,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10127,0,63,-25.299676,-57.637715,1,Coordenada exacta,OBRERO,11080,30/04/2024,AL COSTADO DE LA MURALLA,07/05/2024,O37,NINGUNA,4,,,29,33,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10128,0,63,-25.297682,-57.640044,1,Coordenada exacta,OBRERO,10900,30/04/2024,AL COSTADO DE LA MURALLA,07/05/2024,O38,NINGUNA,39,,,3,42,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10129,0,63,-25.296762,-57.638355,1,Coordenada exacta,OBRERO,10900,30/04/2024,ENTRE LAS PLANTAS,07/05/2024,O39,NINGUNA,42,,,14,56,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10130,0,63,-25.298077,-57.636502,1,Coordenada exacta,OBRERO,10900,30/04/2024,ENTRE PALMERA,07/05/2024,O40,NINGUNA,151,,,26,177,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10131,0,63,-25.293786,-57.644119,1,Coordenada exacta,OBRERO,10740,30/04/2024,FRENTE ENTRE PLANTAS,07/05/2024,O41,NINGUNA,17,,,15,32,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10132,0,63,-25.294705,-57.64313,1,Coordenada exacta,OBRERO,10750,30/04/2024,ATRAS DEL BEBEDERO ELECTRICO,07/05/2024,O42,NINGUNA,19,,,23,42,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10133,0,63,-25.295484,-57.642212,1,Coordenada exacta,OBRERO,10790,30/04/2024,FRENTE IZQUIERDO ENTRE LA PLANTA,07/05/2024,O43,NINGUNA,45,,,8,53,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10134,0,63,-25.296577,-57.64167,1,Coordenada exacta,OBRERO,10810,30/04/2024,FRENTE IZQUIERDO ENTRE LA PLANTA,07/05/2024,O44,NINGUNA,97,,,5,102,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10135,0,63,-25.297817,-57.642017,1,Coordenada exacta,OBRERO,10970,30/04/2024,FRENTE IZQUIERDO BAJO PILETA,07/05/2024,O45,NINGUNA,18,,,5,23,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10136,0,63,-25.297203,-57.64307,1,Coordenada exacta,OBRERO,10870,30/04/2024,FONDO ENTRE PLANTA DE MANGO,07/05/2024,O46,NINGUNA,20,,,1,21,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10137,0,63,-25.296315,-57.644904,1,Coordenada exacta,OBRERO,10800,30/04/2024,FRENTE IZQUIERDO A LADO DE LA HELADERA,07/05/2024,O47,NINGUNA,2,,,0,2,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10138,0,63,-25.296214,-57.644904,1,Coordenada exacta,OBRERO,10800,30/04/2024,FRENTE IZQUIERDO EN GARAGE,07/05/2024,O48,NINGUNA,41,,,30,71,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10139,0,63,-25.296944,-57.646289,1,Coordenada exacta,OBRERO,10890,30/04/2024,FRENTE IZQUIERDO ENTRE LA PLANTA,07/05/2024,O49,CERRADO,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10140,0,63,-25.297521,-57.645132,1,Coordenada exacta,OBRERO,10890,30/04/2024,FRENTE DERECHO BAJO ESTANTES,07/05/2024,O50,NINGUNA,8,,,0,8,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10141,0,63,-25.297521,-57.643456,1,Coordenada exacta,OBRERO,10990,30/04/2024,FRENTE DERECHO ENTRE MADERA,07/05/2024,O51,NINGUNA,1,,,0,1,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10142,0,63,-25.298703,-57.642387,1,Coordenada exacta,OBRERO,11160,30/04/2024,FRENTE A LADO DE CARROCERIA VIEJA,07/05/2024,O52,NINGUNA,51,,,10,61,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10143,0,63,-25.299531,-57.642923,1,Coordenada exacta,OBRERO,11300,30/04/2024,FRENTE DERECHO BAJO ESCALERA,07/05/2024,O53,NINGUNA,3,,,38,41,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10144,0,63,-25.298506,-57.649748,1,Coordenada exacta,OBRERO,11120,30/04/2024,FRENTE DERECHO BAJO ESCALERA,07/05/2024,O54,NINGUNA,4,,,2,6,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10145,0,63,-25.298079,57.645816,1,Coordenada exacta,OBRERO,11140,30/04/2024,FRENTE DERECHO BAJO SPLIT,07/05/2024,O55,NINGUNA,15,,,2,17,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10146,0,63,-25.298077,-57.646817,1,Coordenada exacta,OBRERO,11150,30/04/2024,ENTRE PLANTA,07/05/2024,O56,NINGUNA,76,,,33,109,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10147,0,63,-25.298715,-57.64576,1,Coordenada exacta,OBRERO,11210,30/04/2024,FRENTE IZQUIERDO ENTRE VENTANA,07/05/2024,O57,NINGUNA,89,,,32,121,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10148,0,63,-25.299106,-57.64513,1,Coordenada exacta,OBRERO,11290,30/04/2024,FRENTE IZQUIERDO BAJO AIRE,07/05/2024,O58,NINGUNA,1,,,1,2,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10149,0,63,-25.30155,-57.645356,1,Coordenada exacta,OBRERO,11470,30/04/2024,FRENTE AL ARBOL DE MANGO,07/05/2024,O59,NINGUNA,6,,,0,6,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10150,0,63,-25.30851,-57.643848,1,Coordenada exacta,OBRERO,11470,30/04/2024,FRENTE DE LA CASA,07/05/2024,O60,NINGUNA,3,,,1,4,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10151,0,63,-25.302724,-57.643205,1,Coordenada exacta,OBRERO,12090,30/04/2024,FRENTE PATIO DERECHO,07/05/2024,O61,NINGUNA,41,,,28,69,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10152,0,63,-25.302098,-57.544623,1,Coordenada exacta,OBRERO,11850,30/04/2024,FRENTE PATIO DERECHO,07/05/2024,O62,NINGUNA,7,,,5,12,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10153,0,63,-25.301175,-57.646041,1,Coordenada exacta,OBRERO,11770,30/04/2024,FRENTE IZQUIERDO BAJO FREEZER,07/05/2024,O63,NINGUNA,5,,,3,8,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10154,0,63,-25.300613,-57.646947,1,Coordenada exacta,OBRERO,11590,30/04/2024,ENTRE PALMERA,07/05/2024,O64,NINGUNA,36,,,9,45,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10155,0,63,-25.300173,-57.647885,1,Coordenada exacta,OBRERO,11530,30/04/2024,FRENTE IZQUIERDO BAJO DE MEDIDOR DE ANDE,07/05/2024,O65,NINGUNA,66,,,8,74,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10156,0,63,-25.300945,-57.649064,1,Coordenada exacta,OBRERO,11730,30/04/2024,FRENTE DERECHO EN EL QUINCHO,07/05/2024,O66,NINGUNA,57,,,20,77,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10157,0,63,-25.301594,-57.647896,1,Coordenada exacta,OBRERO,11840,30/04/2024,F. BAJO PLANTAS DE CORTO,07/05/2024,O67,NINGUNA,37,,,2,39,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10158,0,63,-25.302882,-57.646786,1,Coordenada exacta,OBRERO,12050,30/04/2024,F. IZQUIERDO SOBRE PLANTERA,07/05/2024,O68,NINGUNA,34,,,8,42,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10159,0,63,-25.30294,-57.645473,1,Coordenada exacta,OBRERO,12020,30/04/2024,FRENTE DERECHO BAJO COLUMNA,07/05/2024,O69,NINGUNA,3,,,0,3,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10160,0,63,-25.30362,-57.644418,1,Coordenada exacta,OBRERO,12400,30/04/2024,FRENTE DERECHO A LADO DEL PORTON,07/05/2024,O70,CERRADO,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10161,0,63,-25.302609,-57.649069,1,Coordenada exacta,OBRERO,12350,30/04/2024,FRENTE BAJO PILETA,07/05/2024,O71,NINGUNA,6,,,0,6,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10162,0,63,-25.302892,-57.649874,1,Coordenada exacta,OBRERO,12040,30/04/2024,FRENTE BAJO CANALETA,07/05/2024,O72,NINGUNA,37,,,0,37,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10163,0,63,-25.303432,-57.650385,1,Coordenada exacta,OBRERO,12040,30/04/2024,F. ENTRE PLANTAS,07/05/2024,O73,CERRADO,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10164,0,63,-25.303625,-57.65009,1,Coordenada exacta,OBRERO,12200,30/04/2024,EN LA ENTRADA MISMO,07/05/2024,O74,CERRADO,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10165,0,63,-25.303912,-57.648978,1,Coordenada exacta,OBRERO,12420,30/04/2024,FRENTE IZQUIERDO BAJO UNA PLANTA DE LIMON,07/05/2024,O75,NINGUNA,16,,,13,29,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10166,0,63,-25.303471,-57.648249,1,Coordenada exacta,OBRERO,12490,30/04/2024,FRENTE A LA DERECHA,07/05/2024,O76,NINGUNA,4,,,27,31,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10167,0,63,-25.305085,-57.647396,1,Coordenada exacta,OBRERO,12340,30/04/2024,FONDO DERECHO PRIMER PASILLO,07/05/2024,O77,NINGUNA,1,,,0,1,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10168,0,63,-25.305203,-57.647215,1,Coordenada exacta,OBRERO,12340,30/04/2024,FONDO 4TO PASILLO,07/05/2024,O78,NINGUNA,25,,,7,32,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10169,0,63,-25.303625,-57.646298,1,Coordenada exacta,OBRERO,12340,30/04/2024,FONDO IZQUIERDO HACIA ACA YUASA,07/05/2024,O79,NINGUNA,30,,,15,45,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10170,0,63,-25.303499,-57.646327,1,Coordenada exacta,OBRERO,12340,30/04/2024,FONDO IZQUIERDO PRIMER PASILLO,07/05/2024,O80,NINGUNA,6,,,7,13,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10171,0,63,-25.292882,-57.626964,1,Coordenada exacta,OBRERO,12880,30/04/2024,ENTRADA A LA DERECHA BAJO VENTANA,07/05/2024,O81,NINGUNA,9,,,3,12,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10172,0,63,-25.306388,-57.633666,1,Coordenada exacta,OBRERO,12840,30/04/2024,ENTRADA A LA IZQUIERDA BAJO PALMERA,07/05/2024,O82,NINGUNA,49,,,9,58,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10173,0,63,-25.305768,-57.635002,1,Coordenada exacta,OBRERO,12770,30/04/2024,ENTRADA A LA IZQUIERDO BAJO PLANTA DE LIMON,07/05/2024,O83,NINGUNA,99,,,13,112,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10174,0,63,-25.305423,-57.636579,1,Coordenada exacta,OBRERO,12570,30/04/2024,ENTRADA A LA IZQUIERDA ENTRE PLANTAS,07/05/2024,O84,NINGUNA,28,,,3,31,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10175,0,63,-25.303719,-57.63565,1,Coordenada exacta,OBRERO,12360,30/04/2024,AL COSTADO DEL PORTON,07/05/2024,O85,NINGUNA,47,,,17,64,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10176,0,63,-25.304647,-57.634862,1,Coordenada exacta,OBRERO,12410,30/04/2024,FRENTE LADO IZQUIERDO,07/05/2024,O86,NINGUNA,37,,,0,37,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10177,0,63,-25.305413,-57.634477,1,Coordenada exacta,OBRERO,12630,30/04/2024,FRENTE CERCA DE LA MURALLA,07/05/2024,O87,PALETA DESAPARECIDA,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10178,0,63,-25.304455,-57.63232,1,Coordenada exacta,OBRERO,12470,30/04/2024,ENTRDA AL COSTADO DEL MURO,07/05/2024,O88,NINGUNA,55,,,10,65,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10179,0,63,-25.303595,-57.63319,1,Coordenada exacta,OBRERO,12180,30/04/2024,FRENTE IZQUIERDO CERCA DEL PORTON,07/05/2024,O89,CERRADO,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10180,0,63,-25.202904,-57.634938,1,Coordenada exacta,OBRERO,12120,30/04/2024,FRENTE LADO DERECHO,07/05/2024,O90,NINGUNA,4,,,0,4,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10181,0,63,-25.302154,-57.635493,1,Coordenada exacta,OBRERO,11760,30/04/2024,FRENTE ENTRE PALMERA,07/05/2024,O91,NEGATIVO,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10182,0,63,-25.300612,-57.635114,1,Coordenada exacta,OBRERO,11670,30/04/2024,FRENTE LADO IZQUIERDO,07/05/2024,O92,NINGUNA,118,,,39,157,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10183,0,63,-25.3011413,-57.633712,1,Coordenada exacta,OBRERO,11930,30/04/2024,FRENTE IZQUIERDO CERCA DE LA PLANTERA,07/05/2024,O93,NINGUNA,12,,,14,26,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10184,0,63,-25.301993,-57.63314,1,Coordenada exacta,OBRERO,11930,30/04/2024,ENTRADA IZQUIERDO DETRAS DE LA DESPENSA,07/05/2024,O94,NINGUNA,68,,,56,124,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10185,0,63,-25.300153,-57.632526,1,Coordenada exacta,OBRERO,11490,30/04/2024,ENTRE PALMERA,07/05/2024,O95,NINGUNA,71,,,49,120,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10186,0,63,-25.299277,-57.632651,1,Coordenada exacta,OBRERO,11310,30/04/2024,ENTRE PLANTAS,07/05/2024,O96,NINGUNA,42,,,18,60,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10187,0,63,-25.299163,-57.635946,1,Coordenada exacta,OBRERO,11200,30/04/2024,FRENTE LADO IZQUIERDO,07/05/2024,O97,NINGUNA,121,,,16,137,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10188,0,63,-25.299512,-57.635913,1,Coordenada exacta,OBRERO,11370,30/04/2024,FRENTE LADO IZQUIERDO,07/05/2024,O98,NINGUNA,16,,,0,16,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10189,0,63,-25.299813,-57.633919,1,Coordenada exacta,OBRERO,11260,30/04/2024,FRENTE LADO IZQUIERDO,07/05/2024,O99,NINGUNA,61,,,57,118,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10191,0,63,-25.307226,-57.636106,1,Coordenada exacta,OBRERO,12990,30/04/2024,ENTRE LAS PALMERA,07/05/2024,O101,NINGUNA,6,,,19,25,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10192,0,63,-25.307364,-57.634706,1,Coordenada exacta,OBRERO,13150,30/04/2024,BAJO PILETA,07/05/2024,O102,NINGUNA,17,,,20,37,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10193,0,63,-25.308245,57.637021,1,Coordenada exacta,OBRERO,13200,30/04/2024,ENTRE LA PARED,07/05/2024,O103,NINGUNA,75,,,12,87,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10194,0,63,-25.30839,-57.636084,1,Coordenada exacta,OBRERO,13330,30/04/2024,ENCIMA DE LA PLANTERA,07/05/2024,O104,NINGUNA,0,,,1,1,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10195,0,63,-25.308989,-57.63405,1,Coordenada exacta,OBRERO,13020,30/04/2024,BAJO PLANTA DE MANGO,07/05/2024,O105,NINGUNA,61,,,2,63,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10196,0,63,-25.308183,-57.633341,1,Coordenada exacta,OBRERO,13250,30/04/2024,BAJO ARBOL CERCA DE LA PARED,07/05/2024,O106,NINGUNA,20,,,3,23,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10197,0,63,-25.309238,-57.631673,1,Coordenada exacta,OBRERO,62800,30/04/2024,ENTRE PLANTAS,07/05/2024,O107,NINGUNA,11,,,3,14,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10198,0,63,-25.31075,-57.631729,1,Coordenada exacta,OBRERO,62750,30/04/2024,DEBAJO DEL AIRE ACONDIONADO,07/05/2024,O108,NINGUNA,14,,,27,41,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10199,0,63,-25.310543,-57.632277,1,Coordenada exacta,OBRERO,13470,30/04/2024,BAJO AIRE ENTRE PLANTA,07/05/2024,O109,NEGATIVO,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10200,0,63,-25.311577,-57.633146,1,Coordenada exacta,OBRERO,13460,30/04/2024,ENTRE PLANTAS,07/05/2024,O110,NINGUNA,23,,,34,57,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10201,0,63,-25.313004,-57.63214,1,Coordenada exacta,OBRERO,13330,30/04/2024,ENTRE LAS PLANTAS,07/05/2024,O111,NEGATIVO,0,,,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10202,0,63,-25.313011,-57.633306,1,Coordenada exacta,OBRERO,13330,30/04/2024,DENTRO DEL SALON,07/05/2024,O112,NINGUNA,0,,,1,1,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10203,0,63,-25.311336,-57.63534,1,Coordenada exacta,OBRERO,13430,30/04/2024,FRENTE ENTRE LAS PLANTAS,07/05/2024,O113,NINGUNA,4,,,4,8,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10204,0,63,-25.310984,-57.63486,1,Coordenada exacta,OBRERO,13390,30/04/2024,EN LA PIEZA,07/05/2024,O114,NINGUNA,2,,,1,3,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10205,0,63,-25.309826,-57.6382,1,Coordenada exacta,OBRERO,13340,30/04/2024,BAJO PILETA,07/05/2024,O115,NINGUNA,2,,,1,3,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
10206,0,63,-25.309371,-57.63726,1,Coordenada exacta,OBRERO,13210,30/04/2024,ENTRE EL ARBOL,07/05/2024,O116,NINGUNA,36,,,18,54,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
