N°,N° Planilla,N° Muestreo,Latitud,Longitud,Tipo de coordenada,Observación 1,Barrio,Código Manzana,Fecha de Instalación,Lugar de Instalación,Fecha de Retiro,Código de Paleta,Observación 2,Viables,Eclosionados,Inviables,Eclosionados+Inviables,Total,Observación 3,IPO,IDH,IMO,IIV,IB,IR
10527,0,67,-25.30168,-57.648021,1,Coordenada exacta,OBRERO,11590,02/10/2024,FRENTE IZQUIERDO ENTRE ALOE VERA,08/10/2024,T67,NINGUNA,3,2,1,3,6,Ninguna.,,,,,,
10528,0,67,-25.302313,-57.646792,1,Coordenada exacta,OBRERO,12050,02/10/2024,FONDO IZQUIERDO ENTRE PLANTERA,08/10/2024,T68,NINGUNA,30,32,3,35,65,Ninguna.,,,,,,
10529,0,67,-25.302904,-57.645455,1,Coordenada exacta,OBRERO,12020,02/10/2024,FONDO DERECHO ARBOLITO DE NAVIDAD,08/10/2024,T69,NINGUNA,12,5,7,12,24,Ninguna.,,,,,,
10530,0,67,-27.30367,-57.644436,1,Coordenada exacta,OBRERO,12400,02/10/2024,FONDO DERECHO ENTRE PLANTERA,08/10/2024,T70,NINGUNA,129,2,14,16,145,Ninguna.,,,,,,
10531,0,67,-25.304687,-57.644254,1,Coordenada exacta,OBRERO,12340,02/10/2024,ATRAS DEL ARBOL,08/10/2024,T71,NINGUNA,20,0,0,0,20,Ninguna.,,,,,,
10532,0,67,-25.306091,-57.64572,1,Coordenada exacta,OBRERO,12340,02/10/2024,EN PORTON,08/10/2024,T72,NINGUNA,13,0,0,0,13,Ninguna.,,,,,,
10533,0,67,-25.304069,-57.642884,1,Coordenada exacta,OBRERO,12340,02/10/2024,EN PORTON,08/10/2024,T73,NINGUNA,1,0,0,0,1,Ninguna.,,,,,,
10534,0,67,-25.305343,-57.647032,1,Coordenada exacta,OBRERO,12340,02/10/2024,ATRAS DE PANTEON,08/10/2024,T74,NINGUNA,3,1,1,2,5,Ninguna.,,,,,,
10535,0,67,-25.303729,-57.647761,1,Coordenada exacta,OBRERO,12340,02/10/2024,FRENTE ENTRE PLANTAS,08/10/2024,T75,NINGUNA,30,49,14,63,93,Ninguna.,,,,,,
10536,0,67,-25.302906,-57.648558,1,Coordenada exacta,OBRERO,12150,02/10/2024,FRENTE IZQUIERO ENTRE PLANTAS,08/10/2024,T76,NINGUNA,125,0,15,15,140,Ninguna.,,,,,,
10537,0,67,-25.302851,-57.649296,1,Coordenada exacta,OBRERO,12040,02/10/2024,FRENTE ENTRE PLANTAS,08/10/2024,T77,NINGUNA,4,5,2,7,11,Ninguna.,,,,,,
10538,0,67,-25.303496,-57.650141,1,Coordenada exacta,OBRERO,12200,02/10/2024,FRENTE DERCHO ENTRE PLANTAS,08/10/2024,T78,NINGUNA,20,2,2,4,24,Ninguna.,,,,,,
10539,0,67,-25.303978,-57.64882,1,Coordenada exacta,OBRERO,12240,02/10/2024,ATRAS POR CUBETAS,08/10/2024,T79,NINGUNA,106,3,5,8,114,Ninguna.,,,,,,
10540,0,67,-25.304627,-57.648101,1,Coordenada exacta,OBRERO,12490,02/10/2024,FRENTE IZQUIERDO ENTRE PLANTAS,08/10/2024,T80,NINGUNA,7,0,0,0,7,Ninguna.,,,,,,
10541,0,67,-25.299781,-57.632999,1,Coordenada exacta,OBRERO,11310,02/10/2024,ENTRE PLANTAS FRENTE,08/10/2024,T81,NINGUNA,5,8,3,11,16,Ninguna.,,,,,,
10542,0,67,-25.300728,-57.63345,1,Coordenada exacta,OBRERO,11260,02/10/2024,FRENTE PLANTAS,08/10/2024,T82,NINGUNA,58,7,8,15,73,Ninguna.,,,,,,
10543,0,67,-25.299169,-57.635923,1,Coordenada exacta,OBRERO,11200,02/10/2024,FRENTE TRAS PLANTERA,08/10/2024,T83,NINGUNA,2,5,4,9,11,Ninguna.,,,,,,
10544,0,67,-25.30036,-57.635294,1,Coordenada exacta,OBRERO,11370,02/10/2024,FONDO CERCA DE TRONCO,08/10/2024,T84,NINGUNA,0,3,3,6,6,Ninguna.,,,,,,
10545,0,67,-25.301105,-57.635523,1,Coordenada exacta,OBRERO,116600,02/10/2024,FRENTE ENTRE PLANTAS,08/10/2024,T85,NINGUNA,13,2,8,10,23,Ninguna.,,,,,,
10546,0,67,-25.300506,-57.635288,1,Coordenada exacta,OBRERO,11450,02/10/2024,FRENTE ENTRE PLANTAS,08/10/2024,T86,NINGUNA,21,1,4,5,26,Ninguna.,,,,,,
10547,0,67,-25.300374,-57.634759,1,Coordenada exacta,OBRERO,11670,02/10/2024,FRENTE ENTRE PLANTAS,08/10/2024,T87,NINGUNA,1,4,3,7,8,Ninguna.,,,,,,
10548,0,67,-25.30254,-57.632431,1,Coordenada exacta,OBRERO,11930,02/10/2024,FRENTE ENTRE PLANTAS,08/10/2024,T88,NINGUNA,0,0,0,0,0,Ninguna.,,,,,,
10549,0,67,-25.300076,-57.632133,1,Coordenada exacta,OBRERO,11440,02/10/2024,FRENTE ENTRE PLANTAS,08/10/2024,T89,NINGUNA,5,2,5,7,12,Ninguna.,,,,,,
10550,0,67,-25.302407,-57.635246,1,Coordenada exacta,OBRERO,11890,02/10/2024,FRENTE ARBOL DE MANGO,08/10/2024,T90,NINGUNA,70,16,8,24,94,Ninguna.,,,,,,
10551,0,67,-25.304295,-57.635732,1,Coordenada exacta,OBRERO,12300,02/10/2024,FRENTE TRAS PLANTERA,08/10/2024,T91,NINGUNA,57,0,6,6,63,Ninguna.,,,,,,
10552,0,67,-25.304445,-57.6354,1,Coordenada exacta,OBRERO,11870,02/10/2024,FRENTE ENTRE PLANTAS,08/10/2024,T92,NINGUNA,0,0,1,1,1,Ninguna.,,,,,,
10553,0,67,-25.305118,-57.634196,1,Coordenada exacta,OBRERO,12440,02/10/2024,FRENTE ENTRE PLANTAS,08/10/2024,T93,NINGUNA,0,0,0,0,0,Ninguna.,,,,,,
10554,0,67,-25.304112,-57.634504,1,Coordenada exacta,OBRERO,12470,02/10/2024,FRENTE ENTRE PLANTAS,08/10/2024,T94,NINGUNA,1,3,0,3,4,Ninguna.,,,,,,
10555,0,67,-25.304895,-57.633804,1,Coordenada exacta,OBRERO,12656,02/10/2024,FRENTE ENTRE PLANTAS,08/10/2024,T95,CASA CERRADA,0,0,0,0,0,Ninguna.,,,,,,
10556,0,67,-25.30444,-57.631418,1,Coordenada exacta,OBRERO,12770,02/10/2024,FRENTE ENTRE PLANTAS,08/10/2024,T96,CASA CERRADA,0,0,0,0,0,Ninguna.,,,,,,
10557,0,67,-25.305696,-57.636135,1,Coordenada exacta,OBRERO,12670,02/10/2024,FRENTE ENTRE PLANTAS,08/10/2024,T97,NINGUNA,4,0,0,0,4,Ninguna.,,,,,,
10558,0,67,-25.305086,-57.63634,1,Coordenada exacta,OBRERO,13020,02/10/2024,FRENTE ENTRE PLANTAS,08/10/2024,T98,NINGUNA,8,1,7,8,16,Ninguna.,,,,,,
10559,0,67,-25.30476,-57.636243,1,Coordenada exacta,OBRERO,12880,02/10/2024,ENTRE COCOTERO,08/10/2024,T99,NINGUNA,7,8,8,16,23,Ninguna.,,,,,,
10560,0,67,-25.307226,-57.636106,1,Coordenada exacta,OBRERO,13330,02/10/2024,ENTRE PALMERA,08/10/2024,T100,OVITAMPA SECA,0,0,0,0,0,Ninguna.,,,,,,
10561,0,67,-25.307364,-57.634706,1,Coordenada exacta,OBRERO,13330,02/10/2024,AFUERA ENTRE PLANTAS,08/10/2024,T101,NINGUNA,21,5,10,15,36,Ninguna.,,,,,,
10562,0,67,-25.308245,-57.637021,1,Coordenada exacta,OBRERO,13430,02/10/2024,ENTRE PLANTAS,08/10/2024,T102,NINGUNA,1,8,15,23,24,Ninguna.,,,,,,
10563,0,67,-25.30839,-57.636084,1,Coordenada exacta,OBRERO,13410,02/10/2024,ENTRE LA PARED,08/10/2024,T103,NINGUNA,124,5,18,23,147,Ninguna.,,,,,,
10564,0,67,-25.308989,-57.63405,1,Coordenada exacta,OBRERO,13210,02/10/2024,ATRAS DE LA CASA,08/10/2024,T104,CASA CERRADA,0,0,0,0,0,Ninguna.,,,,,,
10565,0,67,-25.308183,-57.63341,1,Coordenada exacta,OBRERO,13300,02/10/2024,ENTRE LA PLANTERA,08/10/2024,T105,CASA CERRADA,0,0,0,0,0,Ninguna.,,,,,,
10566,0,67,-25.309238,-57.631673,1,Coordenada exacta,OBRERO,13340,02/10/2024,ENTRE LAS PLANTAS,08/10/2024,T106,OVITAMPA SECA,0,0,0,0,0,Ninguna.,,,,,,
10567,0,67,-25.31075,-57.631729,1,Coordenada exacta,OBRERO,13390,02/10/2024,ENTRE LAS PLANTAS,08/10/2024,T107,NINGUNA,2,4,4,8,10,Ninguna.,,,,,,
10568,0,67,-25.310543,-57.632277,1,Coordenada exacta,OBRERO,13330,02/10/2024,ENTRE LAS PLANTAS,08/10/2024,T108,CASA CERRADA,0,0,0,0,0,Ninguna.,,,,,,
10569,0,67,-25.310874,-57.632209,1,Coordenada exacta,OBRERO,13190,02/10/2024,ENTRE LAS PLANTAS,08/10/2024,T109,NINGUNA,0,1,5,6,6,Ninguna.,,,,,,
10570,0,67,-25.311577,-57.633146,1,Coordenada exacta,OBRERO,13150,02/10/2024,ENTRE LAS PLANTAS,08/10/2024,T110,NINGUNA,18,4,1,5,23,Ninguna.,,,,,,
10571,0,67,-25.313004,-57.63214,1,Coordenada exacta,OBRERO,12970,02/10/2024,ENTRE LAS PLANTAS,08/10/2024,T111,NINGUNA,12,7,5,12,24,Ninguna.,,,,,,
10572,0,67,-25.313011,-57.633306,1,Coordenada exacta,OBRERO,12990,02/10/2024,ENTRE LAS PLANTAS,08/10/2024,T112,NINGUNA,24,15,8,23,47,Ninguna.,,,,,,
10573,0,67,-25.311336,-57.63534,1,Coordenada exacta,OBRERO,13020,02/10/2024,DESPENSA ADENTRO,08/10/2024,T113,NINGUNA,1,1,2,3,4,Ninguna.,,,,,,
10574,0,67,-25.310984,-57.63486,1,Coordenada exacta,OBRERO,13250,02/10/2024,EN LA ESQUINA DE LA PARDE,08/10/2024,T114,NINGUNA,0,0,0,0,0,Ninguna.,,,,,,
10575,0,67,-25.309826,-57.63582,1,Coordenada exacta,OBRERO,62750,02/10/2024,EN FRENTE ENTRE LAS PLANTAS,08/10/2024,T115,NINGUNA,19,3,12,15,34,Ninguna.,,,,,,
10576,0,67,-25.309371,-57.63726,1,Coordenada exacta,OBRERO,62800,02/10/2024,ENTRE LAS PLANTAS,08/10/2024,T116,CASA CERRADA,0,0,0,0,0,Ninguna.,,,,,,
10577,0,67,-25.311785,-57.637197,1,Coordenada exacta,OBRERO,13470,02/10/2024,EN FRENTE ENTRE LAS PLANTAS,08/10/2024,T117,NINGUNA,91,29,7,36,127,Ninguna.,,,,,,
10578,0,67,-25.31026,-57.633578,1,Coordenada exacta,OBRERO,13460,02/10/2024,EN FRENTE ENTRE LAS PLANTAS,08/10/2024,T118,NINGUNA,12,3,3,6,18,Ninguna.,,,,,,
